instance, n_jobs, fitness, pct_dev, pivot_rule, neighborhood, initialization_method, time_ms
ta051,50,149480,18.7943,first,transpose,random,4.86196
ta051,50,143771,14.2572,first,transpose,random,3.9977
ta051,50,144879,15.1378,first,transpose,random,4.53071
ta051,50,148454,17.9789,first,transpose,random,3.04024
ta051,50,149613,18.9,first,transpose,random,3.1696
ta051,50,148697,18.172,first,transpose,random,3.33974
ta051,50,146750,16.6247,first,transpose,random,3.37502
ta051,50,143734,14.2278,first,transpose,random,3.78581
ta051,50,148738,18.2046,first,transpose,random,4.42589
ta051,50,147213,16.9926,first,transpose,random,4.12001
ta051,50,133120,5.79269,first,transpose,srz,8.23324
ta051,50,133120,5.79269,first,transpose,srz,7.73781
ta051,50,133474,6.07402,first,transpose,srz,7.22049
ta051,50,133120,5.79269,first,transpose,srz,7.53124
ta051,50,133120,5.79269,first,transpose,srz,7.51882
ta051,50,133474,6.07402,first,transpose,srz,7.278
ta051,50,133474,6.07402,first,transpose,srz,7.32902
ta051,50,133474,6.07402,first,transpose,srz,7.54623
ta051,50,133474,6.07402,first,transpose,srz,7.31997
ta051,50,133474,6.07402,first,transpose,srz,7.38443
ta051,50,129775,3.13436,first,exchange,random,126.526
ta051,50,129544,2.95078,first,exchange,random,128.333
ta051,50,130666,3.84246,first,exchange,random,129.233
ta051,50,130809,3.9561,first,exchange,random,110.041
ta051,50,131679,4.6475,first,exchange,random,131.654
ta051,50,130261,3.5206,first,exchange,random,120.767
ta051,50,130702,3.87107,first,exchange,random,101.881
ta051,50,130145,3.42841,first,exchange,random,121.58
ta051,50,131184,4.25412,first,exchange,random,105.396
ta051,50,130402,3.63265,first,exchange,random,130.509
ta051,50,130583,3.77649,first,exchange,srz,32.3638
ta051,50,132577,5.36116,first,exchange,srz,19.0013
ta051,50,130583,3.77649,first,exchange,srz,35.007
ta051,50,132577,5.36116,first,exchange,srz,19.9083
ta051,50,130583,3.77649,first,exchange,srz,36.1868
ta051,50,132577,5.36116,first,exchange,srz,19.7458
ta051,50,132577,5.36116,first,exchange,srz,19.3581
ta051,50,130583,3.77649,first,exchange,srz,31.4755
ta051,50,132577,5.36116,first,exchange,srz,19.8643
ta051,50,132577,5.36116,first,exchange,srz,22.2748
ta051,50,131432,4.45121,first,insert,random,306.934
ta051,50,130574,3.76934,first,insert,random,234.661
ta051,50,129190,2.66945,first,insert,random,343.128
ta051,50,131469,4.48061,first,insert,random,307.143
ta051,50,129886,3.22258,first,insert,random,334.084
ta051,50,129706,3.07953,first,insert,random,265.604
ta051,50,128886,2.42786,first,insert,random,332.538
ta051,50,130332,3.57702,first,insert,random,347.995
ta051,50,130491,3.70338,first,insert,random,237.821
ta051,50,128614,2.2117,first,insert,random,239.234
ta051,50,129566,2.96827,first,insert,srz,79.5052
ta051,50,129026,2.53912,first,insert,srz,97.8587
ta051,50,129566,2.96827,first,insert,srz,78.0652
ta051,50,129026,2.53912,first,insert,srz,100.877
ta051,50,129566,2.96827,first,insert,srz,81.4151
ta051,50,129566,2.96827,first,insert,srz,80.4708
ta051,50,129566,2.96827,first,insert,srz,84.7183
ta051,50,129026,2.53912,first,insert,srz,102.246
ta051,50,129026,2.53912,first,insert,srz,99.4181
ta051,50,129566,2.96827,first,insert,srz,80.2898
ta051,50,147709,17.3868,best,transpose,random,3.64553
ta051,50,149326,18.6719,best,transpose,random,3.87531
ta051,50,149773,19.0271,best,transpose,random,4.25986
ta051,50,146933,16.7701,best,transpose,random,5.11601
ta051,50,148127,17.719,best,transpose,random,3.67783
ta051,50,146824,16.6835,best,transpose,random,3.41769
ta051,50,145723,15.8085,best,transpose,random,5.55578
ta051,50,150300,19.4459,best,transpose,random,4.26461
ta051,50,147708,17.386,best,transpose,random,4.13092
ta051,50,147291,17.0546,best,transpose,random,3.68629
ta051,50,133474,6.07402,best,transpose,srz,7.39182
ta051,50,133120,5.79269,best,transpose,srz,7.55212
ta051,50,133120,5.79269,best,transpose,srz,7.37071
ta051,50,133120,5.79269,best,transpose,srz,7.26864
ta051,50,133474,6.07402,best,transpose,srz,7.45095
ta051,50,133474,6.07402,best,transpose,srz,7.53537
ta051,50,133474,6.07402,best,transpose,srz,7.79814
ta051,50,133474,6.07402,best,transpose,srz,7.43985
ta051,50,133474,6.07402,best,transpose,srz,7.31638
ta051,50,133120,5.79269,best,transpose,srz,7.27667
ta051,50,132605,5.38341,best,exchange,random,59.6906
ta051,50,133856,6.3776,best,exchange,random,47.7094
ta051,50,132562,5.34924,best,exchange,random,64.4024
ta051,50,134422,6.82741,best,exchange,random,80.982
ta051,50,132113,4.99241,best,exchange,random,90.5006
ta051,50,131446,4.46233,best,exchange,random,87.0716
ta051,50,132690,5.45096,best,exchange,random,83.6506
ta051,50,131822,4.76115,best,exchange,random,93.9982
ta051,50,134480,6.8735,best,exchange,random,60.4346
ta051,50,134564,6.94026,best,exchange,random,56.3435
ta051,50,132508,5.30632,best,exchange,srz,21.9895
ta051,50,132508,5.30632,best,exchange,srz,21.2621
ta051,50,132508,5.30632,best,exchange,srz,21.4706
ta051,50,132508,5.30632,best,exchange,srz,21.3812
ta051,50,132508,5.30632,best,exchange,srz,21.6439
ta051,50,132441,5.25308,best,exchange,srz,21.2907
ta051,50,132508,5.30632,best,exchange,srz,22.1837
ta051,50,132508,5.30632,best,exchange,srz,21.8646
ta051,50,132441,5.25308,best,exchange,srz,22.1125
ta051,50,132441,5.25308,best,exchange,srz,21.0952
ta051,50,133765,6.30528,best,insert,random,164.846
ta051,50,135061,7.33524,best,insert,random,189.189
ta051,50,131684,4.65148,best,insert,random,181.971
ta051,50,131376,4.4067,best,insert,random,178.543
ta051,50,131136,4.21597,best,insert,random,154.699
ta051,50,133453,6.05733,best,insert,random,175.739
ta051,50,132844,5.57335,best,insert,random,170.697
ta051,50,131300,4.34631,best,insert,random,188.272
ta051,50,130552,3.75186,best,insert,random,202.803
ta051,50,132943,5.65203,best,insert,random,239.899
ta051,50,128971,2.49541,best,insert,srz,88.1884
ta051,50,129269,2.73224,best,insert,srz,84.0362
ta051,50,128971,2.49541,best,insert,srz,82.7932
ta051,50,129269,2.73224,best,insert,srz,82.4624
ta051,50,129269,2.73224,best,insert,srz,83.0714
ta051,50,128971,2.49541,best,insert,srz,85.3666
ta051,50,128971,2.49541,best,insert,srz,84.4013
ta051,50,128971,2.49541,best,insert,srz,86.4336
ta051,50,129269,2.73224,best,insert,srz,82.4867
ta051,50,128971,2.49541,best,insert,srz,85.801
ta052,50,148582,24.6002,first,transpose,random,3.43628
ta052,50,142249,19.2894,first,transpose,random,3.63727
ta052,50,143443,20.2907,first,transpose,random,3.74554
ta052,50,147260,23.4916,first,transpose,random,4.48066
ta052,50,143609,20.4299,first,transpose,random,3.85241
ta052,50,139140,16.6822,first,transpose,random,3.60561
ta052,50,146609,22.9457,first,transpose,random,5.27947
ta052,50,139294,16.8113,first,transpose,random,2.96294
ta052,50,136528,14.4918,first,transpose,random,3.6472
ta052,50,136111,14.1421,first,transpose,random,3.63577
ta052,50,126218,5.84585,first,transpose,srz,7.62546
ta052,50,126020,5.67981,first,transpose,srz,7.28958
ta052,50,126020,5.67981,first,transpose,srz,7.59131
ta052,50,124902,4.74226,first,transpose,srz,7.45261
ta052,50,124902,4.74226,first,transpose,srz,7.46791
ta052,50,124902,4.74226,first,transpose,srz,7.25867
ta052,50,126218,5.84585,first,transpose,srz,7.44079
ta052,50,126020,5.67981,first,transpose,srz,7.5258
ta052,50,124902,4.74226,first,transpose,srz,7.93606
ta052,50,126218,5.84585,first,transpose,srz,7.50643
ta052,50,124346,4.276,first,exchange,random,116.822
ta052,50,124257,4.20136,first,exchange,random,133.196
ta052,50,124244,4.19046,first,exchange,random,101.677
ta052,50,123185,3.30239,first,exchange,random,112.986
ta052,50,124912,4.75064,first,exchange,random,120.015
ta052,50,122744,2.93257,first,exchange,random,130.731
ta052,50,123332,3.42566,first,exchange,random,141.678
ta052,50,123409,3.49023,first,exchange,random,108.584
ta052,50,123546,3.60512,first,exchange,random,163.332
ta052,50,123393,3.47682,first,exchange,random,127.879
ta052,50,123644,3.6873,first,exchange,srz,24.8491
ta052,50,124777,4.63743,first,exchange,srz,11.9733
ta052,50,124777,4.63743,first,exchange,srz,11.9161
ta052,50,123701,3.7351,first,exchange,srz,28.3094
ta052,50,124777,4.63743,first,exchange,srz,11.8368
ta052,50,123644,3.6873,first,exchange,srz,25.7515
ta052,50,124777,4.63743,first,exchange,srz,11.8886
ta052,50,124377,4.302,first,exchange,srz,30.3607
ta052,50,124377,4.302,first,exchange,srz,30.6938
ta052,50,123701,3.7351,first,exchange,srz,28.9002
ta052,50,123249,3.35606,first,insert,random,369.746
ta052,50,123661,3.70156,first,insert,random,287.419
ta052,50,123647,3.68982,first,insert,random,287.462
ta052,50,122687,2.88477,first,insert,random,338.221
ta052,50,123457,3.53049,first,insert,random,321.654
ta052,50,123126,3.25291,first,insert,random,357.28
ta052,50,124386,4.30954,first,insert,random,272.865
ta052,50,123292,3.39212,first,insert,random,292.542
ta052,50,122995,3.14306,first,insert,random,246.812
ta052,50,122546,2.76653,first,insert,random,347.19
ta052,50,122447,2.68351,first,insert,srz,84.5814
ta052,50,121867,2.19712,first,insert,srz,85.3002
ta052,50,122496,2.7246,first,insert,srz,93.9701
ta052,50,121867,2.19712,first,insert,srz,85.4476
ta052,50,121867,2.19712,first,insert,srz,85.0392
ta052,50,121867,2.19712,first,insert,srz,86.5332
ta052,50,121867,2.19712,first,insert,srz,86.5181
ta052,50,121867,2.19712,first,insert,srz,92.5741
ta052,50,121867,2.19712,first,insert,srz,95.3858
ta052,50,121923,2.24408,first,insert,srz,107.301
ta052,50,144053,20.8022,best,transpose,random,5.1696
ta052,50,145027,21.619,best,transpose,random,3.27717
ta052,50,143354,20.216,best,transpose,random,3.84317
ta052,50,144643,21.297,best,transpose,random,3.81559
ta052,50,137513,15.3178,best,transpose,random,6.39501
ta052,50,143094,19.998,best,transpose,random,3.3543
ta052,50,146766,23.0773,best,transpose,random,3.35193
ta052,50,144990,21.588,best,transpose,random,4.48757
ta052,50,140809,18.0818,best,transpose,random,7.12359
ta052,50,140539,17.8554,best,transpose,random,3.62378
ta052,50,125986,5.6513,best,transpose,srz,7.51402
ta052,50,126178,5.81231,best,transpose,srz,7.12303
ta052,50,125986,5.6513,best,transpose,srz,7.60782
ta052,50,124897,4.73806,best,transpose,srz,7.37249
ta052,50,124897,4.73806,best,transpose,srz,7.73925
ta052,50,124897,4.73806,best,transpose,srz,7.9063
ta052,50,126193,5.82488,best,transpose,srz,7.48584
ta052,50,125986,5.6513,best,transpose,srz,7.49024
ta052,50,124897,4.73806,best,transpose,srz,7.46365
ta052,50,125986,5.6513,best,transpose,srz,7.74652
ta052,50,126945,6.45551,best,exchange,random,65.5707
ta052,50,124704,4.57622,best,exchange,random,100.258
ta052,50,125950,5.62111,best,exchange,random,75.5168
ta052,50,123816,3.83154,best,exchange,random,78.8574
ta052,50,124524,4.42527,best,exchange,random,93.8833
ta052,50,127441,6.87145,best,exchange,random,68.864
ta052,50,126718,6.26515,best,exchange,random,71.1733
ta052,50,125914,5.59092,best,exchange,random,66.2105
ta052,50,124753,4.61731,best,exchange,random,97.9097
ta052,50,125296,5.07266,best,exchange,random,95.7274
ta052,50,123906,3.90702,best,exchange,srz,43.4778
ta052,50,123468,3.53971,best,exchange,srz,50.4794
ta052,50,124168,4.12673,best,exchange,srz,30.5396
ta052,50,124601,4.48984,best,exchange,srz,14.6783
ta052,50,124168,4.12673,best,exchange,srz,31.021
ta052,50,124601,4.48984,best,exchange,srz,14.2643
ta052,50,124168,4.12673,best,exchange,srz,33.9702
ta052,50,124601,4.48984,best,exchange,srz,14.1983
ta052,50,123906,3.90702,best,exchange,srz,42.9858
ta052,50,123468,3.53971,best,exchange,srz,47.9118
ta052,50,125845,5.53305,best,insert,random,142.198
ta052,50,124607,4.49487,best,insert,random,140.187
ta052,50,123885,3.88941,best,insert,random,180.592
ta052,50,123396,3.47933,best,insert,random,186.946
ta052,50,124216,4.16698,best,insert,random,175.204
ta052,50,124864,4.71039,best,insert,random,180.562
ta052,50,124033,4.01352,best,insert,random,190.056
ta052,50,124048,4.0261,best,insert,random,170.894
ta052,50,124629,4.51332,best,insert,random,151.48
ta052,50,124724,4.59299,best,insert,random,152.57
ta052,50,122456,2.69105,best,insert,srz,80.4084
ta052,50,122456,2.69105,best,insert,srz,73.9269
ta052,50,123273,3.37619,best,insert,srz,71.5864
ta052,50,122456,2.69105,best,insert,srz,75.4588
ta052,50,122456,2.69105,best,insert,srz,76.8823
ta052,50,122456,2.69105,best,insert,srz,74.2087
ta052,50,122456,2.69105,best,insert,srz,74.6543
ta052,50,122456,2.69105,best,insert,srz,75.6505
ta052,50,122456,2.69105,best,insert,srz,74.4507
ta052,50,123273,3.37619,best,insert,srz,71.1095
ta053,50,140545,20.682,first,transpose,random,3.71245
ta053,50,139786,20.0302,first,transpose,random,5.28088
ta053,50,141314,21.3423,first,transpose,random,3.98609
ta053,50,143086,22.8638,first,transpose,random,3.30828
ta053,50,143385,23.1206,first,transpose,random,5.3462
ta053,50,144788,24.3253,first,transpose,random,4.81489
ta053,50,141320,21.3474,first,transpose,random,7.72878
ta053,50,145209,24.6868,first,transpose,random,4.47542
ta053,50,141537,21.5338,first,transpose,random,3.5253
ta053,50,138245,18.707,first,transpose,random,3.40403
ta053,50,122804,5.44827,first,transpose,srz,7.7028
ta053,50,122804,5.44827,first,transpose,srz,8.07239
ta053,50,122804,5.44827,first,transpose,srz,7.69716
ta053,50,122804,5.44827,first,transpose,srz,7.65896
ta053,50,122804,5.44827,first,transpose,srz,7.6749
ta053,50,122804,5.44827,first,transpose,srz,7.80567
ta053,50,122804,5.44827,first,transpose,srz,7.87106
ta053,50,122804,5.44827,first,transpose,srz,8.52744
ta053,50,122804,5.44827,first,transpose,srz,7.72638
ta053,50,122804,5.44827,first,transpose,srz,7.89517
ta053,50,121346,4.19633,first,exchange,random,139.452
ta053,50,120326,3.32048,first,exchange,random,162.347
ta053,50,120288,3.28785,first,exchange,random,134.982
ta053,50,119459,2.57601,first,exchange,random,158.196
ta053,50,118789,2.0007,first,exchange,random,171.937
ta053,50,120807,3.7335,first,exchange,random,144.325
ta053,50,122104,4.8472,first,exchange,random,132.008
ta053,50,121426,4.26502,first,exchange,random,122.332
ta053,50,120177,3.19254,first,exchange,random,166.185
ta053,50,119502,2.61294,first,exchange,random,165.013
ta053,50,121025,3.92069,first,exchange,srz,36.9128
ta053,50,121025,3.92069,first,exchange,srz,36.0443
ta053,50,121025,3.92069,first,exchange,srz,35.0948
ta053,50,121025,3.92069,first,exchange,srz,34.6362
ta053,50,121025,3.92069,first,exchange,srz,36.5367
ta053,50,121025,3.92069,first,exchange,srz,34.8888
ta053,50,121025,3.92069,first,exchange,srz,34.1887
ta053,50,121025,3.92069,first,exchange,srz,35.0251
ta053,50,121025,3.92069,first,exchange,srz,34.2142
ta053,50,121025,3.92069,first,exchange,srz,34.3002
ta053,50,120349,3.34023,first,insert,random,243.606
ta053,50,121442,4.27876,first,insert,random,189.841
ta053,50,121577,4.39468,first,insert,random,226.059
ta053,50,121235,4.10101,first,insert,random,298.414
ta053,50,120809,3.73522,first,insert,random,304.413
ta053,50,120240,3.24664,first,insert,random,297.238
ta053,50,120337,3.32993,first,insert,random,259.6
ta053,50,120576,3.53515,first,insert,random,248.649
ta053,50,119689,2.77351,first,insert,random,333.005
ta053,50,121410,4.25128,first,insert,random,260.467
ta053,50,119860,2.92034,first,insert,srz,84.8373
ta053,50,119860,2.92034,first,insert,srz,86.0553
ta053,50,119860,2.92034,first,insert,srz,95.9775
ta053,50,119860,2.92034,first,insert,srz,85.3823
ta053,50,119860,2.92034,first,insert,srz,83.1039
ta053,50,119860,2.92034,first,insert,srz,84.1749
ta053,50,119860,2.92034,first,insert,srz,85.0366
ta053,50,119860,2.92034,first,insert,srz,85.9768
ta053,50,119860,2.92034,first,insert,srz,98.6139
ta053,50,119860,2.92034,first,insert,srz,95.7569
ta053,50,146816,26.0667,best,transpose,random,4.75337
ta053,50,139656,19.9186,best,transpose,random,5.43588
ta053,50,142387,22.2636,best,transpose,random,4.44781
ta053,50,139758,20.0062,best,transpose,random,4.10515
ta053,50,143016,22.8037,best,transpose,random,3.44716
ta053,50,135342,16.2143,best,transpose,random,4.03493
ta053,50,146070,25.4261,best,transpose,random,3.57871
ta053,50,138534,18.9552,best,transpose,random,4.16584
ta053,50,148924,27.8768,best,transpose,random,3.77271
ta053,50,142871,22.6792,best,transpose,random,4.09739
ta053,50,122804,5.44827,best,transpose,srz,7.85551
ta053,50,122804,5.44827,best,transpose,srz,8.29792
ta053,50,122804,5.44827,best,transpose,srz,9.22841
ta053,50,122804,5.44827,best,transpose,srz,8.68609
ta053,50,122804,5.44827,best,transpose,srz,8.26492
ta053,50,122804,5.44827,best,transpose,srz,8.69383
ta053,50,122804,5.44827,best,transpose,srz,8.7177
ta053,50,122804,5.44827,best,transpose,srz,8.25378
ta053,50,122804,5.44827,best,transpose,srz,8.64322
ta053,50,122804,5.44827,best,transpose,srz,8.1321
ta053,50,123572,6.10773,best,exchange,random,74.1297
ta053,50,123528,6.06995,best,exchange,random,103.143
ta053,50,126523,8.64167,best,exchange,random,74.9421
ta053,50,125184,7.49191,best,exchange,random,86.8237
ta053,50,122479,5.1692,best,exchange,random,107.332
ta053,50,124784,7.14844,best,exchange,random,75.5168
ta053,50,125970,8.16682,best,exchange,random,82.4101
ta053,50,126281,8.43387,best,exchange,random,81.8643
ta053,50,123307,5.88018,best,exchange,random,76.3693
ta053,50,122159,4.89443,best,exchange,random,80.8475
ta053,50,121320,4.174,best,exchange,srz,26.4766
ta053,50,121320,4.174,best,exchange,srz,26.811
ta053,50,121320,4.174,best,exchange,srz,26.2618
ta053,50,121320,4.174,best,exchange,srz,27.539
ta053,50,121320,4.174,best,exchange,srz,27.2349
ta053,50,121320,4.174,best,exchange,srz,28.7657
ta053,50,121320,4.174,best,exchange,srz,28.6489
ta053,50,121320,4.174,best,exchange,srz,28.1484
ta053,50,121320,4.174,best,exchange,srz,27.9663
ta053,50,121320,4.174,best,exchange,srz,26.5081
ta053,50,123543,6.08283,best,insert,random,170.077
ta053,50,121948,4.71325,best,insert,random,162.829
ta053,50,123425,5.9815,best,insert,random,214.44
ta053,50,120484,3.45615,best,insert,random,179.784
ta053,50,120496,3.46646,best,insert,random,182.251
ta053,50,122467,5.1589,best,insert,random,146.572
ta053,50,120383,3.36943,best,insert,random,197.405
ta053,50,121553,4.37407,best,insert,random,189.5
ta053,50,120587,3.5446,best,insert,random,248.872
ta053,50,122144,4.88155,best,insert,random,160.327
ta053,50,119677,2.7632,best,insert,srz,61.8257
ta053,50,119677,2.7632,best,insert,srz,58.5537
ta053,50,119677,2.7632,best,insert,srz,59.0517
ta053,50,119677,2.7632,best,insert,srz,55.4663
ta053,50,119677,2.7632,best,insert,srz,61.0098
ta053,50,119677,2.7632,best,insert,srz,62.7969
ta053,50,119677,2.7632,best,insert,srz,59.9364
ta053,50,119677,2.7632,best,insert,srz,55.7533
ta053,50,119677,2.7632,best,insert,srz,55.5695
ta053,50,119677,2.7632,best,insert,srz,55.2448
ta054,50,143576,19.387,first,transpose,random,3.38094
ta054,50,138217,14.9309,first,transpose,random,4.16703
ta054,50,145720,21.1698,first,transpose,random,5.04414
ta054,50,141347,17.5335,first,transpose,random,4.20526
ta054,50,144910,20.4963,first,transpose,random,4.30527
ta054,50,141692,17.8204,first,transpose,random,4.61899
ta054,50,139824,16.2671,first,transpose,random,4.85144
ta054,50,150672,25.2875,first,transpose,random,4.0553
ta054,50,144693,20.3158,first,transpose,random,4.38547
ta054,50,145308,20.8272,first,transpose,random,3.77336
ta054,50,127660,6.15245,first,transpose,srz,8.04523
ta054,50,127660,6.15245,first,transpose,srz,9.29347
ta054,50,127660,6.15245,first,transpose,srz,8.03999
ta054,50,127660,6.15245,first,transpose,srz,7.35211
ta054,50,127660,6.15245,first,transpose,srz,7.42864
ta054,50,127660,6.15245,first,transpose,srz,7.66302
ta054,50,127660,6.15245,first,transpose,srz,7.76852
ta054,50,127660,6.15245,first,transpose,srz,7.51461
ta054,50,127660,6.15245,first,transpose,srz,7.59461
ta054,50,127660,6.15245,first,transpose,srz,7.2596
ta054,50,126157,4.90267,first,exchange,random,118.42
ta054,50,124413,3.45249,first,exchange,random,134.227
ta054,50,124893,3.85162,first,exchange,random,139.772
ta054,50,123799,2.94193,first,exchange,random,168.2
ta054,50,124738,3.72274,first,exchange,random,139.402
ta054,50,125369,4.24743,first,exchange,random,141.286
ta054,50,124182,3.26041,first,exchange,random,157.245
ta054,50,124084,3.17892,first,exchange,random,146.363
ta054,50,123945,3.06334,first,exchange,random,155.951
ta054,50,123433,2.6376,first,exchange,random,156.1
ta054,50,126692,5.34754,first,exchange,srz,16.76
ta054,50,126692,5.34754,first,exchange,srz,16.8431
ta054,50,126692,5.34754,first,exchange,srz,16.7222
ta054,50,126692,5.34754,first,exchange,srz,16.6575
ta054,50,126692,5.34754,first,exchange,srz,16.8955
ta054,50,126692,5.34754,first,exchange,srz,17.3632
ta054,50,126692,5.34754,first,exchange,srz,17.3194
ta054,50,126692,5.34754,first,exchange,srz,17.6793
ta054,50,126692,5.34754,first,exchange,srz,17.0323
ta054,50,126692,5.34754,first,exchange,srz,17.9086
ta054,50,123639,2.80889,first,insert,random,304.296
ta054,50,126976,5.58369,first,insert,random,211.513
ta054,50,123723,2.87874,first,insert,random,204.577
ta054,50,125025,3.96138,first,insert,random,320.549
ta054,50,126032,4.79873,first,insert,random,233.939
ta054,50,124494,3.51984,first,insert,random,318.718
ta054,50,125433,4.30065,first,insert,random,276.539
ta054,50,124558,3.57306,first,insert,random,307.073
ta054,50,124697,3.68864,first,insert,random,229.998
ta054,50,123378,2.59186,first,insert,random,380.244
ta054,50,124437,3.47245,first,insert,srz,91.4047
ta054,50,124437,3.47245,first,insert,srz,92.037
ta054,50,124437,3.47245,first,insert,srz,91.3969
ta054,50,124437,3.47245,first,insert,srz,92.029
ta054,50,124437,3.47245,first,insert,srz,91.8275
ta054,50,124437,3.47245,first,insert,srz,90.2868
ta054,50,124437,3.47245,first,insert,srz,93.2649
ta054,50,124437,3.47245,first,insert,srz,90.9589
ta054,50,124437,3.47245,first,insert,srz,90.0263
ta054,50,124437,3.47245,first,insert,srz,91.956
ta054,50,140589,16.9032,best,transpose,random,4.80811
ta054,50,143492,19.3172,best,transpose,random,3.70724
ta054,50,140280,16.6463,best,transpose,random,4.54273
ta054,50,144705,20.3258,best,transpose,random,4.66047
ta054,50,141952,18.0366,best,transpose,random,4.21894
ta054,50,148298,23.3135,best,transpose,random,3.72898
ta054,50,141486,17.6491,best,transpose,random,5.07217
ta054,50,142850,18.7833,best,transpose,random,2.45176
ta054,50,146853,22.1119,best,transpose,random,4.92312
ta054,50,140162,16.5482,best,transpose,random,3.96333
ta054,50,127660,6.15245,best,transpose,srz,8.96006
ta054,50,127660,6.15245,best,transpose,srz,7.97003
ta054,50,127660,6.15245,best,transpose,srz,7.82031
ta054,50,127660,6.15245,best,transpose,srz,8.40711
ta054,50,127660,6.15245,best,transpose,srz,8.50633
ta054,50,127660,6.15245,best,transpose,srz,8.09258
ta054,50,127660,6.15245,best,transpose,srz,8.25279
ta054,50,127660,6.15245,best,transpose,srz,8.43085
ta054,50,127660,6.15245,best,transpose,srz,8.99187
ta054,50,127660,6.15245,best,transpose,srz,8.14385
ta054,50,128067,6.49088,best,exchange,random,74.0644
ta054,50,128712,7.02722,best,exchange,random,64.9157
ta054,50,127968,6.40856,best,exchange,random,96.6482
ta054,50,130817,8.77758,best,exchange,random,58.9872
ta054,50,127011,5.61279,best,exchange,random,83.5319
ta054,50,126519,5.20368,best,exchange,random,88.0569
ta054,50,125285,4.17758,best,exchange,random,91.7182
ta054,50,126715,5.36666,best,exchange,random,76.9258
ta054,50,127920,6.36865,best,exchange,random,66.7404
ta054,50,129676,7.82881,best,exchange,random,51.3444
ta054,50,125336,4.21999,best,exchange,srz,43.2517
ta054,50,125336,4.21999,best,exchange,srz,45.1491
ta054,50,125336,4.21999,best,exchange,srz,44.2168
ta054,50,125336,4.21999,best,exchange,srz,42.8308
ta054,50,125336,4.21999,best,exchange,srz,43.7217
ta054,50,125336,4.21999,best,exchange,srz,43.9264
ta054,50,125336,4.21999,best,exchange,srz,43.8311
ta054,50,125336,4.21999,best,exchange,srz,43.6628
ta054,50,125336,4.21999,best,exchange,srz,45.1334
ta054,50,125336,4.21999,best,exchange,srz,43.2205
ta054,50,126912,5.53047,best,insert,random,162.961
ta054,50,127762,6.23727,best,insert,random,148.166
ta054,50,125363,4.24244,best,insert,random,193.066
ta054,50,126135,4.88438,best,insert,random,183.377
ta054,50,126806,5.44233,best,insert,random,163.855
ta054,50,125934,4.71724,best,insert,random,194.813
ta054,50,126572,5.24775,best,insert,random,194.811
ta054,50,126088,4.84529,best,insert,random,166.057
ta054,50,125708,4.52932,best,insert,random,178.439
ta054,50,126617,5.28517,best,insert,random,181.612
ta054,50,124538,3.55643,best,insert,srz,101.418
ta054,50,124538,3.55643,best,insert,srz,101.834
ta054,50,124538,3.55643,best,insert,srz,98.0863
ta054,50,124538,3.55643,best,insert,srz,98.3122
ta054,50,124538,3.55643,best,insert,srz,98.7088
ta054,50,124538,3.55643,best,insert,srz,99.1731
ta054,50,124538,3.55643,best,insert,srz,100.643
ta054,50,124538,3.55643,best,insert,srz,101.029
ta054,50,124538,3.55643,best,insert,srz,100.219
ta054,50,124538,3.55643,best,insert,srz,101.483
ta055,50,140831,19.1625,first,transpose,random,3.37777
ta055,50,136810,15.7602,first,transpose,random,3.58893
ta055,50,143537,21.4521,first,transpose,random,3.68658
ta055,50,144338,22.1299,first,transpose,random,4.40024
ta055,50,142324,20.4258,first,transpose,random,4.02541
ta055,50,145565,23.1681,first,transpose,random,4.05151
ta055,50,142373,20.4672,first,transpose,random,5.48905
ta055,50,144167,21.9852,first,transpose,random,2.70434
ta055,50,142740,20.7778,first,transpose,random,3.20243
ta055,50,139722,18.2241,first,transpose,random,3.58491
ta055,50,127193,7.62286,first,transpose,srz,7.61187
ta055,50,127193,7.62286,first,transpose,srz,7.37588
ta055,50,127584,7.9537,first,transpose,srz,7.48535
ta055,50,127193,7.62286,first,transpose,srz,7.2818
ta055,50,127584,7.9537,first,transpose,srz,7.57852
ta055,50,127584,7.9537,first,transpose,srz,7.38256
ta055,50,127584,7.9537,first,transpose,srz,7.47096
ta055,50,127584,7.9537,first,transpose,srz,7.35064
ta055,50,127584,7.9537,first,transpose,srz,7.93238
ta055,50,127193,7.62286,first,transpose,srz,7.14568
ta055,50,122642,3.77208,first,exchange,random,137.124
ta055,50,122235,3.42771,first,exchange,random,135.026
ta055,50,121584,2.87687,first,exchange,random,140.851
ta055,50,120744,2.16611,first,exchange,random,167.597
ta055,50,121929,3.16879,first,exchange,random,133.36
ta055,50,122453,3.61216,first,exchange,random,129.197
ta055,50,122452,3.61132,first,exchange,random,142.824
ta055,50,122520,3.66886,first,exchange,random,167.175
ta055,50,122929,4.01493,first,exchange,random,112.588
ta055,50,122059,3.27879,first,exchange,random,129.181
ta055,50,122388,3.55717,first,exchange,srz,41.7739
ta055,50,122047,3.26863,first,exchange,srz,65.9987
ta055,50,122047,3.26863,first,exchange,srz,62.2521
ta055,50,122047,3.26863,first,exchange,srz,66.4332
ta055,50,122388,3.55717,first,exchange,srz,46.2263
ta055,50,122388,3.55717,first,exchange,srz,41.0721
ta055,50,122047,3.26863,first,exchange,srz,66.2834
ta055,50,122388,3.55717,first,exchange,srz,40.918
ta055,50,122047,3.26863,first,exchange,srz,70.9248
