instance, n_jobs, fitness, pct_dev, neighborhood_order, time_ms
ta089,100,388456,3.7479,tie,1580.52
ta089,100,388456,3.7479,tie,1584.43
ta089,100,388456,3.7479,tie,1588.57
ta089,100,388456,3.7479,tie,1582.6
ta089,100,388456,3.7479,tie,1588.83
ta089,100,388456,3.7479,tie,1591.19
ta089,100,388456,3.7479,tie,1611.45
ta089,100,388456,3.7479,tie,1627.99
ta089,100,388456,3.7479,tie,1629.8
ta090,100,392366,3.44586,tei,983.79
ta090,100,392366,3.44586,tei,1048.25
ta090,100,394341,3.96656,tei,1144.53
ta090,100,394341,3.96656,tei,1151.89
ta090,100,394341,3.96656,tei,1165.38
ta090,100,389399,2.66362,tei,1740.11
ta090,100,391556,3.2323,tei,2009.68
ta090,100,391556,3.2323,tei,2054.57
ta090,100,391556,3.2323,tei,2073.02
ta090,100,391556,3.2323,tei,2084.32
ta090,100,392365,3.44559,tie,1078.15
ta090,100,392365,3.44559,tie,1123.08
ta090,100,392365,3.44559,tie,1146.37
ta090,100,392365,3.44559,tie,1180.7
ta090,100,392365,3.44559,tie,1180.1
ta090,100,393642,3.78227,tie,1210.05
ta090,100,393642,3.78227,tie,1219.29
ta090,100,393642,3.78227,tie,1250.6
ta090,100,393642,3.78227,tie,1228.16
ta090,100,393185,3.66178,tie,1676.41
ta101,200,1268004,3.78435,tei,7461.2
ta101,200,1268004,3.78435,tei,7561.15
ta101,200,1268004,3.78435,tei,7606.06
ta101,200,1268646,3.8369,tei,8337.4
ta101,200,1263282,3.39786,tei,13026.7
ta101,200,1264920,3.53193,tei,13025.5
ta101,200,1264920,3.53193,tei,13136
ta101,200,1264918,3.53177,tei,14414.3
ta101,200,1262945,3.37028,tei,14776.2
ta101,200,1262945,3.37028,tei,14796
ta101,200,1258723,3.02472,tie,14872.9
ta101,200,1269923,3.94142,tie,18166.3
ta101,200,1269923,3.94142,tie,18176.2
ta101,200,1269923,3.94142,tie,18276.7
ta101,200,1263732,3.43469,tie,18439.7
ta101,200,1263732,3.43469,tie,18614.9
ta101,200,1262694,3.34974,tie,22078.8
ta101,200,1256456,2.83916,tie,22115.3
ta101,200,1256456,2.83916,tie,22375.1
ta101,200,1261620,3.26183,tie,22489.4
ta102,200,1280886,3.97815,tei,17064.3
ta102,200,1280886,3.97815,tei,17077.9
ta102,200,1280886,3.97815,tei,17110.4
ta102,200,1280886,3.97815,tei,17133.1
ta102,200,1280886,3.97815,tei,17155.3
ta102,200,1280886,3.97815,tei,17198.5
ta102,200,1270442,3.13034,tei,19274
ta102,200,1270442,3.13034,tei,19337.3
ta102,200,1270442,3.13034,tei,19353.9
ta102,200,1270442,3.13034,tei,19469
ta102,200,1283861,4.21965,tie,11247.5
ta102,200,1283861,4.21965,tie,11285.9
ta102,200,1283861,4.21965,tie,11311.8
ta102,200,1283861,4.21965,tie,11312.5
ta102,200,1283861,4.21965,tie,11340.3
ta102,200,1283861,4.21965,tie,11375.7
ta102,200,1283861,4.21965,tie,11381.1
ta102,200,1283861,4.21965,tie,11375.6
ta102,200,1270494,3.13456,tie,18052.3
ta102,200,1270494,3.13456,tie,18130.6
ta103,200,1299103,3.52887,tei,20271.3
ta103,200,1299103,3.52887,tei,20409.5
ta103,200,1299103,3.52887,tei,20446.7
ta103,200,1298368,3.47029,tei,23511.7
ta103,200,1298368,3.47029,tei,23581.3
ta103,200,1298368,3.47029,tei,23596.2
ta103,200,1298368,3.47029,tei,23609.4
ta103,200,1298368,3.47029,tei,23690.4
ta103,200,1298368,3.47029,tei,23823.7
ta103,200,1298368,3.47029,tei,23869.2
ta103,200,1299244,3.5401,tie,17798.1
ta103,200,1299244,3.5401,tie,17804.4
ta103,200,1299244,3.5401,tie,17837.8
ta103,200,1299244,3.5401,tie,17876.2
ta103,200,1299244,3.5401,tie,17885.6
ta103,200,1299244,3.5401,tie,17954
ta103,200,1299244,3.5401,tie,17979.1
ta103,200,1300670,3.65375,tie,21705.7
ta103,200,1300670,3.65375,tie,21751
ta103,200,1300670,3.65375,tie,21761.1
ta104,200,1277788,4.16858,tei,12307.8
ta104,200,1277788,4.16858,tei,12542.6
ta104,200,1270404,3.56661,tei,17277.6
ta104,200,1270404,3.56661,tei,17441
ta104,200,1270404,3.56661,tei,17498.2
ta104,200,1268544,3.41498,tei,18662.1
ta104,200,1268544,3.41498,tei,18686.4
ta104,200,1268544,3.41498,tei,18805.3
ta104,200,1268544,3.41498,tei,18909
ta104,200,1271354,3.64406,tei,19247.1
ta104,200,1282781,4.57562,tie,14159.6
ta104,200,1282781,4.57562,tie,14174.4
ta104,200,1282781,4.57562,tie,14207.4
ta104,200,1276105,4.03137,tie,14449.7
ta104,200,1276105,4.03137,tie,14489.6
ta104,200,1276105,4.03137,tie,14512.6
ta104,200,1276105,4.03137,tie,14524.7
ta104,200,1276105,4.03137,tie,14532.8
ta104,200,1276105,4.03137,tie,14533.2
ta104,200,1266926,3.28308,tie,23389.2
ta105,200,1257530,3.46541,tei,15300.2
ta105,200,1257530,3.46541,tei,15290.3
ta105,200,1257530,3.46541,tei,15313.9
ta105,200,1257530,3.46541,tei,15323.9
ta105,200,1257530,3.46541,tei,15328.6
ta105,200,1257530,3.46541,tei,15343.5
ta105,200,1257530,3.46541,tei,15387
ta105,200,1257530,3.46541,tei,15420.9
ta105,200,1257530,3.46541,tei,15488.9
ta105,200,1257530,3.46541,tei,15618.8
ta105,200,1264305,4.02284,tie,20101.7
ta105,200,1264305,4.02284,tie,20156.8
ta105,200,1264305,4.02284,tie,20208.6
ta105,200,1264305,4.02284,tie,20261.7
ta105,200,1264305,4.02284,tie,20276.3
ta105,200,1264305,4.02284,tie,20307.9
ta105,200,1264305,4.02284,tie,20317
ta105,200,1264305,4.02284,tie,20323.9
ta105,200,1264305,4.02284,tie,20335.4
ta105,200,1264305,4.02284,tie,20409.7
ta106,200,1262556,3.51382,tei,21956.2
ta106,200,1262556,3.51382,tei,21943.9
ta106,200,1262556,3.51382,tei,21992.1
ta106,200,1262556,3.51382,tei,22000.4
ta106,200,1262556,3.51382,tei,22011.6
ta106,200,1262556,3.51382,tei,22077
ta106,200,1262556,3.51382,tei,22096.3
ta106,200,1262556,3.51382,tei,22106.4
ta106,200,1262556,3.51382,tei,22126.2
ta106,200,1262556,3.51382,tei,22203.3
ta106,200,1256464,3.01435,tie,30031.5
ta106,200,1256464,3.01435,tie,30189.9
ta106,200,1256464,3.01435,tie,30405.9
ta106,200,1256464,3.01435,tie,30411.9
ta106,200,1256464,3.01435,tie,30475.9
ta106,200,1256464,3.01435,tie,30495.8
ta106,200,1256464,3.01435,tie,30539
ta106,200,1256464,3.01435,tie,30532.7
ta106,200,1256464,3.01435,tie,30572.7
ta106,200,1256464,3.01435,tie,30621.8
ta107,200,1272656,2.88129,tei,15684.8
ta107,200,1272656,2.88129,tei,15730.8
ta107,200,1276095,3.1593,tei,17302
ta107,200,1272783,2.89156,tei,18620.9
ta107,200,1273928,2.98412,tei,27272.5
ta107,200,1273928,2.98412,tei,27307.8
ta107,200,1273928,2.98412,tei,27410.4
ta107,200,1273928,2.98412,tei,27461.7
ta107,200,1273928,2.98412,tei,27506.8
ta107,200,1273928,2.98412,tei,27628.6
ta107,200,1276062,3.15663,tie,16873.9
ta107,200,1291145,4.37594,tie,18350.1
ta107,200,1291145,4.37594,tie,18352.3
ta107,200,1291145,4.37594,tie,18395.3
ta107,200,1291145,4.37594,tie,18485.5
ta107,200,1291145,4.37594,tie,18512
ta107,200,1291145,4.37594,tie,18522.9
ta107,200,1273504,2.94985,tie,21552.5
ta107,200,1273504,2.94985,tie,21608.1
ta107,200,1274998,3.07062,tie,23382.8
ta108,200,1279432,3.74415,tei,10884.2
ta108,200,1279432,3.74415,tei,10923.4
ta108,200,1276347,3.494,tei,18532.4
ta108,200,1276347,3.494,tei,18595.1
ta108,200,1272113,3.15068,tei,20781.9
ta108,200,1272113,3.15068,tei,20865.6
ta108,200,1272113,3.15068,tei,21003.2
ta108,200,1273764,3.28455,tei,23385.7
ta108,200,1273764,3.28455,tei,23439.8
ta108,200,1265361,2.60319,tei,24641.5
ta108,200,1277333,3.57395,tie,10648.8
ta108,200,1277333,3.57395,tie,10644.4
ta108,200,1275879,3.45605,tie,20663.9
ta108,200,1275879,3.45605,tie,20913.7
ta108,200,1272548,3.18595,tie,21462.9
ta108,200,1272548,3.18595,tie,21535.5
ta108,200,1272548,3.18595,tie,21580.2
ta108,200,1272548,3.18595,tie,21640.7
ta108,200,1272548,3.18595,tie,21672.5
ta108,200,1272548,3.18595,tie,21762.8
ta109,200,1273075,4.14289,tei,15419.1
ta109,200,1273075,4.14289,tei,15454.2
ta109,200,1273075,4.14289,tei,15507.1
ta109,200,1273075,4.14289,tei,15564.9
ta109,200,1273075,4.14289,tei,15566.9
ta109,200,1273075,4.14289,tei,15581.3
ta109,200,1273075,4.14289,tei,15581.9
ta109,200,1263124,3.32886,tei,24168.9
ta109,200,1263124,3.32886,tei,24299.4
ta109,200,1263124,3.32886,tei,24342.3
ta109,200,1267701,3.70328,tie,17478.3
ta109,200,1267701,3.70328,tie,17506.1
ta109,200,1267701,3.70328,tie,17522.4
ta109,200,1267701,3.70328,tie,17554.5
ta109,200,1261339,3.18284,tie,22739.3
ta109,200,1261339,3.18284,tie,22833.9
ta109,200,1261339,3.18284,tie,22866.2
ta109,200,1261339,3.18284,tie,22858.7
ta109,200,1261339,3.18284,tie,22877.2
ta109,200,1261339,3.18284,tie,23037.2
ta110,200,1282247,3.8371,tei,15483.2
ta110,200,1282247,3.8371,tei,15659
ta110,200,1282247,3.8371,tei,15705.5
ta110,200,1282247,3.8371,tei,15754
ta110,200,1282247,3.8371,tei,15763.9
ta110,200,1280061,3.66008,tei,26073.2
ta110,200,1280061,3.66008,tei,26165.7
ta110,200,1280061,3.66008,tei,26173.8
ta110,200,1280061,3.66008,tei,26213.7
ta110,200,1280061,3.66008,tei,26262.4
ta110,200,1287348,4.25018,tie,16096.7
ta110,200,1287348,4.25018,tie,16165.3
ta110,200,1287348,4.25018,tie,16166.2
ta110,200,1287348,4.25018,tie,16166.3
ta110,200,1279839,3.6421,tie,19858.9
ta110,200,1279839,3.6421,tie,19879.3
ta110,200,1279839,3.6421,tie,19966.3
ta110,200,1279839,3.6421,tie,20049.3
ta110,200,1279839,3.6421,tie,20144.6
ta110,200,1279839,3.6421,tie,20167.7
